;Full Recipe
834;"<|startofrecipe|>ingredients:
yeast
flour
sugar
salt
milk
baking soda
water
cornmeal
directions:
combine 3 cups flour, yeast, sugar, salt and soda.
heat liquid until very warm (120° to 130°).
add to dry ingredients. beat well.
stir in rest of flour to make stiff batter.
spoon into 2 8 1/2 x 4 1/2-inch loaf pans that have been greased and sprinkled with cornmeal.
sprinkle tops with cornmeal and cover. let rise in warm place for 45 minutes.
bake at 400° for 25 minutes.
remove immediately.<|endofrecipe|>"
835;"<|startofrecipe|>ingredients:
cooked sweet potatoes
sugar
salt
eggs
margarine
milk
vanilla
directions:
combine ingredients and pour into casserole dish.<|endofrecipe|>"
836;"<|startofrecipe|>ingredients:
beer
ketchup
mustard
vinegar
brown sugar
kielbasa
directions:
boil kielbasa in beer for 10 minutes.
combine ketchup, mustard, vinegar and sugar in crock-pot.
cut kielbasa in small bite size pieces and place in crock-pot.
cook on high for 2 to 3 hours or low for 3 to 5 hours.
enjoy.<|endofrecipe|>"
837;"<|startofrecipe|>ingredients:
chicken
garlic
green onions
parsley
onion
chicken bouillon cubes
chicken broth
noodles
directions:
after chicken is cooked, place the rest of the ingredients in the left over broth, except the noodles.
bring to a rolling boil. simmer until onions are done, then add noodles.
cook until noodles are done.
this makes a large pot of soup, for about 10.<|endofrecipe|>"
838;"<|startofrecipe|>ingredients:
oleo
chocolate chips
nuts
colored marshmallows
coconut
directions:
melt oleo and chocolate chips in a sauce pan, cool and add nuts and marshmallows.
shape into 3 logs.
spread coconut on wax paper and roll logs in coconut to coat.
wrap logs in wax paper and refrigerate over night.
cut into thin slices.<|endofrecipe|>"
839;"<|startofrecipe|>ingredients:
blueberries
sugar
water
lemon juice
flour
sugar
butter
milk
directions:
in dutch oven with tight fitting lid, bring blueberries, 1/2 cup sugar, 1 cup water and dash of salt to boiling. cover and simmer 5 minutes; add lemon juice. stir together flour, 1/4 cup sugar and 1/4 teaspoon salt. cut in butter until like coarse meal. add milk; stir only until moistened. drop from tablespoon into bubbling sauce, making 6 dumplings. cover tightly; simmer 15 minutes without uncovering. serve hot. sprinkle with sugar, if desired. serves 6.<|endofrecipe|>"
840;"<|startofrecipe|>ingredients:
whipping cream
marshmallows
vanilla
sugar
pineapple
directions:
whip cream to soft peaks.
add sugar and vanilla.
fold in marshmallows and pineapple.
store in refrigerator.
tastes best made one day in advance.
really good served on plain cake.<|endofrecipe|>"
841;"<|startofrecipe|>ingredients:
potatoes
onion
hamburger
vegetable soup
water
directions:
place potatoes into large pan.
layer onions over top.
pour soup and water mixture on top.
bake 1 to 1 1/2 hours at 350°.<|endofrecipe|>"
842;"<|startofrecipe|>ingredients:
frozen hash browns
onion
oleo
cream of chicken soup
cheddar cheese soup
salt
pepper
sour cream
milk
cornflakes
margarine
directions:
thaw potatoes; spread over 9 x 12-inch baking dish.
top with cornflakes and margarine.
in saucepan, saute onion in 2 tablespoons oleo.
stir in soups, milk, sour cream, salt and pepper.
bake for 50 minutes.<|endofrecipe|>"
843;"<|startofrecipe|>ingredients:
ground chuck
onion
flour tortillas
enchilada sauce
cream of mushroom soup
cream of chicken soup
grated cheese
directions:
brown beef and onions in microwave on high for 4 minutes. drain if necessary.
stir to crumble meat.
add enchilada sauce and soups.
in a 3-quart casserole dish, layer tortillas, meat mixture and cheese.
repeat layers, except cheese.
microwave on medium about 20 minutes or until heated through.
top with grated cheese and let stand until melted.<|endofrecipe|>"
844;"<|startofrecipe|>ingredients:
children
generous
playing together
portion
portion understanding
kisses
directions:
mix moderately and sprinkle with awareness.
bake in moderate oven of everyday life, using as fuel all grudges and past unpleasantness.
cool.
turn out onto platter of cheerfulness. garnish with tears and laughter in large helpings.
serve god, country and community.<|endofrecipe|>"
845;"<|startofrecipe|>ingredients:
velveeta cheese
milk
miracle
turkey
frozen peas
chives
directions:
heat velveeta, milk and salad dressing over low heat.
stir until sauce is smooth. add remaining ingredients.
mix well. pour into 2-quart casserole. bake at 350° for 35 to 40 minutes or until hot.
serves 8.<|endofrecipe|>"
846;"<|startofrecipe|>ingredients:
hot sausage
onion
sharp cheese
parmesan cheese
oregano
garlic salt
tomato sauce
tomato paste
flaky biscuits
directions:
combine all ingredients, except biscuits.
separate each biscuit into 3 pizza rounds.
spread with mixture.
put pizza on cookie sheet and store in plastic bags.
bake frozen pizzas at 425° for 10 minutes.
great for a cocktail party.<|endofrecipe|>"
847;"<|startofrecipe|>ingredients:
flour
sugar
baking soda
cinnamon
eggs
vegetable oil
frozen strawberries
directions:
preheat oven to 350°.
combine dry ingredients in large bowl. form a shallow well in center of mixture and add remaining ingredients.
stir well.
spoon mixture into two greased and floured loaf pans.
bake 1 hour.
cool 10 minutes in pans.<|endofrecipe|>"
848;"<|startofrecipe|>ingredients:
bisquick
milk
cheddar cheese
butter
garlic powder
directions:
preheat oven to 450 degrees.
mix bisquick, milk and cheese until soft dough forms.
beat vigorously for 30 seconds.
drop dough by spoonfuls onto ungreased baking sheet.
bake 8 to 10 minutes until golden brown. mix butter and garlic powder.
brush over warm biscuits before removing from the baking sheet.
serve warm.<|endofrecipe|>"
849;"<|startofrecipe|>ingredients:
butter
white sugar
brown sugar
salt
eggs
vanilla
flour
soda
cold water
directions:
mix the flour and soda together.
roll 1/2 dough on floured board into a rectangle, 1/2-inch thick.
spread filling all over top (then sprinkle with chopped english walnuts, if desired). roll like a jelly roll and place in refrigerator.
when firm, slice and bake 10 to 12 minutes at 350° or 10 minutes at 375° (top of cookie may be sprinkled with sugar and top with 1/2 walnut before baking).<|endofrecipe|>"
850;"<|startofrecipe|>ingredients:
lemon jello
lime jello
boiling water
cottage cheese
pineapple
walnuts
cream
mayonnaise
horseradish
directions:
use a nonstick spray to wet a 1 1/2-quart ring mold (takes an afternoon to jell).
combine jello(s) and boiling water.
stir to dissolve.
let cool slightly.
stir in cottage cheese, crushed pineapple, walnuts.<|endofrecipe|>"
851;"<|startofrecipe|>ingredients:
flour
salt
alum
water
cooking oil
food coloring
directions:
mix all together and slowly whisk into dry ingredients.
place mixture over medium-high heat and cook, stirring constantly until mixture thickens and loses its wet look.
pour out on countertop or board and knead until of even consistency.<|endofrecipe|>"
852;"<|startofrecipe|>ingredients:
shredded lettuce
frozen peas
eggs
bacon
water chestnuts
shredded lettuce
dressing
mayonnaise
sour cream
cheddar cheese
directions:
layer first 6 ingredients as listed in 9 x 13-inch pan.
mix dressing, mayonnaise and sour cream and spread on top of salad. sprinkle with shredded cheese.
cover and refrigerate.
can be made the night before.<|endofrecipe|>"
853;"<|startofrecipe|>ingredients:
sour cream
cheddar cheese
cream of chicken soup
butter
salt
pepper
onion
directions:
mix everything together and pour into a 13 x 9-inch pan.
top with 1/4 cup melted butter and 2 cups crushed cornflakes, mixed together.
bake at 350° for 45 minutes.<|endofrecipe|>"
854;"<|startofrecipe|>ingredients:
condensed milk
cold water
instant vanilla pudding
whipping cream
vanilla wafers
bananas
directions:
in large bowl, combine milk and water.
add pudding mix.
beat well until blended.
fold in whipping cream.
spoon 1 cup pudding mixture into 2 1/2-quart round glass bowl.
top with 1/3 each of the vanilla wafers, bananas and pudding.
repeat layers twice, ending with pudding mixture.
chill thoroughly.
garnish, if desired.<|endofrecipe|>"
855;"<|startofrecipe|>ingredients:
corn meal
flour
baking soda
buttermilk
salt
onion
directions:
combine corn meal, flour and baking soda in a mixing bowl. stir in buttermilk and beat until batter is smooth.
stir in salt and onion.
drop heaping tablespoonfuls of batter into a deep fryer; fry until golden brown.
drain on paper toweling before serving.<|endofrecipe|>"
856;"<|startofrecipe|>ingredients:
ground beef
onion
clove garlic
bell pepper
celery
tomato
tomato sauce
mushrooms
corn
olives
egg noodles
cheese
directions:
brown beef.
cook pepper, celery and onion in a small amount of fat, then add to ground beef and cook about 20 minutes.
cook noodles according to package directions.
combine noodles with meat mixture.
layer meat and noodle mixture with grated cheese and bake about 30 minutes at 350°.<|endofrecipe|>"
857;"<|startofrecipe|>ingredients:
lemon jell-o
boiling water
pineapple
cream cheese
sugar
pecans
directions:
mix pineapple and sugar in saucepan and bring to a boil. reduce heat and simmer on stove 15 minutes.
remove from heat and cool.
mix jell-o and boiling water.
stir in softened cream cheese and mix well, then add pineapple and nuts.
chill until thickened, then fold in cool whip.
put in pyrex dish and chill until firm.<|endofrecipe|>"
858;"<|startofrecipe|>ingredients:
cherry pie filling
pineapple
marshmallows
bananas
pecans
directions:
pour all ingredients into a large bowl and stir.
mix well. this salad may be served second day, if not used the first.<|endofrecipe|>"
859;"<|startofrecipe|>ingredients:
bread crumbs
parsley flakes
garlic
onion
tomato sauce
parmesan cheese
salt
directions:
you will also need wooden toothpicks.<|endofrecipe|>"
860;"<|startofrecipe|>ingredients:
vanilla pudding
cream cheese
milk
powdered sugar
oreos
whipped topping
directions:
in deep bowl, put pudding, cream cheese and 1/2 cup of milk. mix until creamy with hand mixer.
add powdered sugar and mix thoroughly, then add remaining milk, 1/2 cup at a time, and mix until creamy.
crumble enough oreo cookies to line bottom of dish as a crust in a lasagna pan.
add the pudding mix and top with whipped topping.
refrigerate until serving.
prior to serving, crumble a few more oreos on the top to provide a crisp, crunchy taste.<|endofrecipe|>"
861;"<|startofrecipe|>ingredients:
onion soup mix
water
cream of mushroom soup
directions:
mix dry and liquid ingredients in crock-pot.
cut steak into small pieces.
add to other ingredients.
cover and cook on low for 6 to 8 hours.
serve over mashed potatoes, noodles or rice. serves 4 to 6.<|endofrecipe|>"
862;"<|startofrecipe|>ingredients:
chicken
cream of chicken soup
cream of celery soup
pet milk
sage
cornbread mix
chicken broth
directions:
put chicken in large casserole dish.
spread chicken soup, celery soup and milk over chicken.
mix all these well with chicken.
mix remaining ingredients and add last for topping. (can use cornmeal and egg with sage and chicken broth instead of packaged mixes.
add cornbread last.) bake at 450° for 20 minutes or until bread is golden brown.<|endofrecipe|>"
863;"<|startofrecipe|>ingredients:
eggs
bananas
brown sugar
oil
salt
milk
flour
baking soda
baking powder
apple
nuts
directions:
combine eggs, banana, sugar, oil and milk.
in a separate bowl mix flour, salt, baking soda and baking powder.
add to banana mixture.
fold in apple and nuts.
pour batter into 3 small greased and floured pans or two (9 x 5-inch) pans.
bake at 325° for about 1 hour.
cool in pans 10 minutes; remove to wire racks to cool.<|endofrecipe|>"
864;"<|startofrecipe|>ingredients:
crackers
celery
green pepper
eggs
onion
tomato juice
mayonnaise
directions:
crush the soda crackers in a large bowl.
mix all vegetables together in another bowl, then mix tomato juice and mayonnaise with all the vegetables.
pour this mixture over the crushed crackers. let all of this mixture stand in the refrigerator overnight.
serve on crackers or on a bed of lettuce.<|endofrecipe|>"
865;"<|startofrecipe|>ingredients:
sugar
crisco
eggs
flour
baking powder
baking soda
salt
buttermilk
almond flavoring
vanilla
directions:
cream sugar and shortening.
beat in eggs 1 at a time.
sift dry ingredients together.
blend in alternating with buttermilk. beat well.
add almond and vanilla.
mix well.
bake in greased and floured bundt pan for 1 hour at 350°.<|endofrecipe|>"
866;"<|startofrecipe|>ingredients:
semi-sweet chocolate morsels
condensed milk
salt
vanilla extract
nuts
directions:
in heavy saucepan, over low heat, melt morsels with sweetened condensed milk. stir in vanilla and spread evenly onto wax paper lined 8-inch square pan. chill 2 hours or until set. turn fudge onto cutting board, peel off paper and cut into squares. cover and store at room temperature.<|endofrecipe|>"
867;"<|startofrecipe|>ingredients:
corn oil
sugar
cider vinegar
wine vinegar
water
salt
black pepper
cucumbers
onions
directions:
pour all ingredients over noodles and let marinate in refrigerator for 3 to 4 hours.
wash cucumbers and leave skins on. cut cucumbers in half lengthwise, then slice.<|endofrecipe|>"
868;"<|startofrecipe|>ingredients:
cornbread mix
onion
green pepper
tomatoes
bacon
velveeta cheese
salad dressing
mustard
salt
directions:
mix well and let set overnight.
will make 2 quarts and 1 pint.
you can cut this in half.<|endofrecipe|>"
869;"<|startofrecipe|>ingredients:
cream of mushroom soup
milk
rice
ham
directions:
mix all ingredients in 8 x 8-inch pan.
bake at 375° for 25 minutes.<|endofrecipe|>"
870;"<|startofrecipe|>ingredients:
flour
sugar
pecans
cooking oats
baking powder
salt
cinnamon
eggs
zucchini
oil
directions:
preheat oven to 400°.
grease muffin cups.
in large bowl, mix the first 7 ingredients.
beat eggs; stir in oil and zucchini. stir all together until moistened.
bake for 25 minutes.<|endofrecipe|>"
871;"<|startofrecipe|>ingredients:
chicken breasts
italian dressing
bread crumbs
spaghetti sauce
onion
clove garlic
noodles
mozzarella cheese
directions:
dip chicken in italian dressing, then bread crumbs.
bake at 350° for 30 minutes.
add a layer of mozzarella cheese the last few minutes (3 to 5) of cooking.
cook jar of spaghetti sauce over low heat.
add onion and garlic clove.
remove when finished cooking.
cook spaghetti noodles.
prepare plate.<|endofrecipe|>"
