;Full Recipe
8666;"<|startofrecipe|>ingredients:
light karo syrup
sugar
pecans
vanilla
butter
baking soda
directions:
mix karo and sugar in a glass bowl.
put in microwave on high for 4 minutes.
add nuts.
microwave for 3 1/2 more minutes. remove and add vanilla, butter and soda.
spread on greased cookie sheet.
let cool.
crack into pieces.<|endofrecipe|>"
8667;"<|startofrecipe|>ingredients:
sugar
shortening
boiling water
yeast
eggs
flour
salt
directions:
cream together sugar and shortening.
add water.
cool.
add remaining ingredients.
cover and place in refrigerator for several hours or overnight.
shape into rolls and let rise 2 hours.
bake at 325° about 20 minutes or until lightly browned. (this dough may be stored in refrigerator for several days.)<|endofrecipe|>"
8668;"<|startofrecipe|>ingredients:
black-eyed peas
water
ham hocks
onion
salt
pepper
directions:
combine all ingredients in a 4 quart
dutch oven; bring to boil.
reduce heat; cover and simmer 1 to
1
1/2
hours or until peas are tender (add more water as
needed).
remove ham hock and take meat from bones.
add to peas.
yields
6
to
8 servings.<|endofrecipe|>"
8669;"<|startofrecipe|>ingredients:
egg yolks
sugar
bread crumbs
salt
ground walnuts
rum
almond extract
egg whites
directions:
beat egg yolks with sugar until very light.
add walnuts and the rest of the ingredients.
whip the egg whites until very stiff and fold gently into the mixture.
bake in 2 greased shallow cake pans at 325°
for 45 minutes or until the cake leaves the sides of the pan.<|endofrecipe|>"
8670;"<|startofrecipe|>ingredients:
apples
sugar
egg
cooking oil
flour
baking soda
salt
ground nutmeg
directions:
blend sugar and apples; let stand 30 minutes.
add beaten egg, oil and vanilla to apple-sugar mixture.
add all dry ingredients and stir until well mixed.
bake in preheated 350° oven in greased 8 x 8 x 2-inch or 7 x 11 x 2-inch pan for 35 to 40 minutes.<|endofrecipe|>"
8671;"<|startofrecipe|>ingredients:
semi-sweet chocolate chips
milk
vanilla extract
directions:
melt chocolate chips until smooth.
remove from stove.
add evaporated milk and vanilla.
pour mix into 9 x 9-inch metal or glass pan.
refrigerate until solid.<|endofrecipe|>"
8672;"<|startofrecipe|>ingredients:
ground beef
onion
garlic
cream of mushroom soup
mexicorn
green chilies
corn chips
red enchilada sauce
colby monterey jack cheese
directions:
in a skillet, cook beef, onion, and garlic over medium heat and drain.
add soup, corn and chilies; mix well.
in an ungreased shallow 3-quart baking dish, layer meat mixture, corn chips and enchilada sauce.
top with cheese.
bake uncovered at 350° for 8 to 10 minutes.
serves 6.<|endofrecipe|>"
8673;"<|startofrecipe|>ingredients:
margarine
peanut butter
sugar
egg
flour
baking powder
baking soda
salt
directions:
mix thoroughly in a large bowl, margarine, peanut butter, sugar and egg.
in seperate bowl blend flour, baking powder, baking soda and salt.
stir this into large bowl.
blend well.
roll batter into little balls (about 1-inch) and shake each ball into a small bag of sugar.
place 3 inches apart on a foil covered cookie sheet. bake at 350° for 8-9 min, press a hershey's kiss on top.
bake 1-2 mon. more.<|endofrecipe|>"
8674;"<|startofrecipe|>ingredients:
sharp cheese
flour
sugar
egg
milk
oleo
directions:
mix cheese and dry ingredients.
beat egg with milk; add to dry ingredients.
add oleo.
bake in greased muffin tins at 350° for 20 minutes.<|endofrecipe|>"
8675;"<|startofrecipe|>ingredients:
cider vinegar
water
worcestershire sauce
catsup
paprika
dry mustard
red wine
directions:
mix all ingredients and bring to a boil.<|endofrecipe|>"
8676;"<|startofrecipe|>ingredients:
velveeta cheese
milk
pimentos
cheddar cheese
mayonnaise
directions:
while the velveeta is still cold, cut into small cubes.
place in the top of double boiler set over hot water and allow cheese to melt.
when it is melted, stir in evaporated milk and pimentos. cook over medium heat until slightly thickened, about 30 minutes. cool and add cheddar cheese and enough mayonnaise to moisten and for taste.
use for sandwiches, filling for celery sticks, crackers, etc.<|endofrecipe|>"
8677;"<|startofrecipe|>ingredients:
pineapple
pistachio instant pudding
nuts
marshmallows
directions:
mix pineapple with pudding. add nuts, cool whip and 1/2 bag marshmallows. refrigerate 1 hour.<|endofrecipe|>"
8678;"<|startofrecipe|>ingredients:
stew meat
tomatoes
carrots
stalk celery
potatoes
red pepper
salt
cabbage
directions:
boil meat with plenty of water until tender.
use large pot, dutch oven size.
add all other ingredients and cook until tender, approximately 1 hour.
stir often.
taste and see.<|endofrecipe|>"
8679;"<|startofrecipe|>ingredients:
ground beef
clove garlic
cottage cheese
shredded mozzarella
mayonnaise
oregano
spaghetti sauce
parmesan cheese
directions:
brown beef and garlic.
drain.
blend cottage cheese, mozzarella and mayonnaise in bowl.
stir in beef mix.
fill manicotti noodles.
place in baking dish.
sprinkle with remaining filling.
cover completely with sauce.
sprinkle with oregano and parmesan cheese.
cover and bake 15 minutes at 325°.
uncover and bake 10 minutes more.<|endofrecipe|>"
8680;"<|startofrecipe|>ingredients:
spinach
parmesan cheese
stuffing
garlic salt
pepper
eggs
butter
onion
directions:
mix and shape into small balls.
chill at least 6 to 8 hours in refrigerator.
bake on greased cookie sheet for 20 minutes at 350°.
makes 45 to 50.<|endofrecipe|>"
8681;"<|startofrecipe|>ingredients:
eggs
sugar
milk
vanilla
salt
directions:
beat eggs until completely foamy; add sugar and beat until sugar is dissolved.
add milk, vanilla and salt or nutmeg.
pour in unbaked pie crust.
bake at 400° for 15 minutes.
turn oven down to 350° and bake until firm.<|endofrecipe|>"
8682;"<|startofrecipe|>ingredients:
hamburger
barbecue sauce
onion
brown sugar
biscuits
cheddar cheese
directions:
brown meat and drain.
add barbecue sauce, onion and brown sugar; set aside.
separate biscuits and flatten.
place one biscuit in each of 12 ungreased muffin cups, pressing dough up sides to edge of cups.
spoon meat mixture into cups and sprinkle each with cheese.
bake at 400° for 10 to 12 minutes or until biscuits are done.<|endofrecipe|>"
8683;"<|startofrecipe|>ingredients:
regular long grain rice
salad oil
onions
green peppers
tomatoes
brown sugar
salt
basil
pepper
water
flour
directions:
about 40 minutes before serving, prepare rice as label directs.
keep warm.<|endofrecipe|>"
8684;"<|startofrecipe|>ingredients:
veal round
salt
cornflake crumbs
egg yolks
water
fat
milk
cream of mushroom soup
directions:
cut veal in individual servings.
season.
dip into crumbs, then in egg mixed with water and again in crumbs.
brown in hot fat.
pour mixed milk and soup over; cover and simmer slowly for one hour.
serves 6.<|endofrecipe|>"
8685;"<|startofrecipe|>ingredients:
potatoes
sugar
margarine
milk
vanilla
eggs
directions:
mix all ingredients.
put in a large baking pan.
spread topping over evenly.
bake at 350° for 25 to 30 minutes or until lightly browned.<|endofrecipe|>"
8686;"<|startofrecipe|>ingredients:
ham
ketchup
sugar
water
worcestershire sauce
mustard
garlic
chili powder
directions:
combine and put in crock-pot.
add ham.
slow cook a long time to enhance flavor.<|endofrecipe|>"
8687;"<|startofrecipe|>ingredients:
ground beef
cream of chicken soup
frozen tater
salt
directions:
press uncooked beef into bottom of 9-inch casserole dish. salt and pepper.
spread undiluted soup on top.
add tater tots. cover and bake at 350° for 45 minutes.
uncover and bake for 15 minutes longer.
serves 4.<|endofrecipe|>"
8688;"<|startofrecipe|>ingredients:
hamburger
light red kidney beans
ketchup
cheddar cheese
onions
peppers
olives
salt
pepper
mushrooms
directions:
mix all ingredients.
bake at 325° for 30 minutes.
sprinkle 1/4 cup cheese on top.
this is too thick to use as a dip.
it is best to serve in a bowl over crumbled tortilla chips or doritos after baking.<|endofrecipe|>"
8689;"<|startofrecipe|>ingredients:
cream of chicken soup
chicken with rice soup
chicken broth
stuffing mix
chicken
directions:
in a 13 x 9-inch baking dish, combine cream of chicken and chicken with rice soup (undiluted).
lay chicken on top of soup. mix stuffing with chicken broth, adding water as needed to make moist. pour over chicken. top with several small pieces margarine. cover with foil and bake at 350° for 30 minutes.<|endofrecipe|>"
8690;"<|startofrecipe|>ingredients:
bisquick
milk
mayo
hot sausage
onion
eggs
parmesan cheese
swiss cheese
directions:
combine bisquick, milk and mayo.
mixture will be sticky. brown sausage with onion.
drain and cool, then mix with eggs, parmesan and swiss cheese.
put half of biscuit dough in an ungreased 10 x 15-inch pan.
put sausage mixture over all rest of dough, then spread rest of dough on top.
it will be uneven, but will spread.
glaze with egg yolk mixed with a little water.
bake at 375° for 30 minutes.
serves 24.<|endofrecipe|>"
8691;"<|startofrecipe|>ingredients:
braunschweiger
chili sauce
mayonnaise
sweet basil
nuts
directions:
combine all.
roll in 7 1/2-inch log; roll in nuts.
serve with crackers.<|endofrecipe|>"
8692;"<|startofrecipe|>ingredients:
pecans
all-purpose
baking powder
margarine
shortening
egg
sour cream
vanilla
directions:
grind the pecans.
combine nuts, flour and baking powder.
in mixing bowl, beat butter and shortening for 30 seconds.
add sugar; beat until fluffy.
add egg, sour cream and vanilla; beat well. add dry ingredients; beat until well combined.
divide dough in half; cover and chill at least 3 hours.
working half the dough at a time on a lightly floured surface, roll dough to 1/8-inch thickness.
cut with cutter or shape into 1-inch balls.
place on ungreased cookie sheets.
bake in a 375° oven for 9 to 10 minutes for cutouts or 10 minutes for shaped.<|endofrecipe|>"
8693;"<|startofrecipe|>ingredients:
frozen limeade
frozen lemonade concentrate
cold water
lemon juice
lime sherbet
lemon-lime
lemon slices
lime slices
mint
directions:
in a punch bowl, mix limeade concentrate, lemonade concentrate, cold water and lemon juice.
chill.
at serving time, spoon sherbet into punch bowl.
carefully pour carbonated beverage down side of bowl.
mix gently.
garnish with lemon and lime slices and mint leaves.
makes about 20 servings.<|endofrecipe|>"
8694;"<|startofrecipe|>ingredients:
nuts
bread crumbs
sugar
salt
cinnamon
prune juice
lemon juice
pulp
eggs
lemon rind
directions:
mix the first 6 ingredients.
remove the stones from the cooked prunes and force the pulp through a sieve.
add lemon juice and prune pulp.
stir in dry ingredients. add yolks of eggs, beaten until light and lemon colored.
fold in whites beaten until stiff.
turn into greased baking dish and bake in a slow oven. set baking dish in pan of water.<|endofrecipe|>"
8695;"<|startofrecipe|>ingredients:
chicken breasts
cream of chicken soup
mayonnaise
lemon juice
curry powder
cheddar cheese
bread crumbs
broccoli spears
directions:
butter a 9 x 13-inch pan.
mix together all but the spears. place spears in pan.
pour some of the mixture over the spears, then put chicken over spears and pour rest of mixture over the chicken.
sprinkle with buttered bread crumbs.
cover with foil. bake at 325° for 1/2 hour, then turn oven up to 350° for 1 hour. serve with rice and mushrooms.
add broiled tomatoes for color. enjoy.<|endofrecipe|>"
8696;"<|startofrecipe|>ingredients:
fryer
broth
celery soup
eggs
directions:
cook whole fryer and debone.
put chicken in bottom of long casserole dish.
mix broth and celery soup; cook until boiling. pour over chicken.
cut up eggs over this.<|endofrecipe|>"
8697;"<|startofrecipe|>ingredients:
egg
vinegar
oil
poultry seasoning
salt
pepper
directions:
parboil chicken in water with vinegar (approximately 1/2 hour). combine all ingredients.
coat chicken.
barbecue on grill.
recoat as necessary.
grill until golden brown.
serves approximately 2 to 3 people.<|endofrecipe|>"
8698;"<|startofrecipe|>ingredients:
sugar
oil
salt
pumpkin pie spice
pumpkin
flour
nutmeg
ginger
water
cloves
cinnamon
baking soda
raisins
directions:
mix all ingredients well and pour into 4 (1 pound) greased and floured coffee cans.
bake 1 hour at 350° or until tested done in center.<|endofrecipe|>"
8699;"<|startofrecipe|>ingredients:
chicken breasts
brandy
salt
marjoram
sweet butter
sherry
cream
egg yolks
nutmeg
butter
bread crumbs
swiss cheese
directions:
skin, bone and divide breasts in halves.
rub with brandy.
let them stand about 10 minutes.
season with salt, pepper and marjoram.
heat to the point of fragrance.
add sweet butter and saute breasts over medium heat 6 to 8 minutes on each side.
remove to a heated platter and keep warm.
to the remaining butter in the pan, add sherry, simmer over low heat until the liquid is reduced by 1/2.
add, stirring constantly, cream, beaten with egg yolks, season with salt, pepper and nutmeg.
stir and cook until slightly thickened.
pour the sauce over the chicken.
in a small pan, melt butter.
to the butter add bread crumbs, mix the crumbs with equal parts of swiss cheese.
sprinkle this mixture over chicken and sauce.
glaze under the broiler, being careful not to burn the crumbs.<|endofrecipe|>"
8700;"<|startofrecipe|>ingredients:
lemon cake
butter
egg
n
cream cheese
eggs
directions:
heat oven to 350°.
grease bottom only of a 13 x 9-inch pan. combine cake mix, butter and 1 egg.
stir until moist.
pat into pan.<|endofrecipe|>"
8701;"<|startofrecipe|>ingredients:
onions
egg
milk
cooking oil
cooking oil
flour
salt
directions:
peel and cut onions into 1/2-inch thick slices.
separate into rings and set aside.
in a medium bowl, combine beaten egg, milk and oil.
blend in flour and salt just until moistened.
fill deep fat fryer or a 2 to 3-quart saucepan with cooking oil.
heat oil to 375°.
using a fork, dip onion rings, one at a time, in batter to cover.
let excess drip back into bowl.
working quickly, place each ring in the hot oil.
fry rings, a few at a time, about 2 to 3 minutes, or until golden brown, turning once with a fork to separate rings.
remove from oil.
great batter to fry okra or squash also.<|endofrecipe|>"
8702;"<|startofrecipe|>ingredients:
cream of wheat
flour
sugar
baking powder
salt
soda
egg
buttermilk
directions:
mix as usual and bake at 400° for 20 to 25 minutes.<|endofrecipe|>"
